level,area,mean,country,indicator,age,sex
2,Elgon,0.00298124632092901,UGA,prevalence,Y010_014,female
3,Bududa,0.00201666064604968,UGA,prevalence,Y010_014,female
3,Bukwo,0.00152950598824778,UGA,prevalence,Y010_014,female
3,Bulambuli,0.00387161220462456,UGA,prevalence,Y010_014,female
3,Kapchorwa,0.00289272745733961,UGA,prevalence,Y010_014,female
3,Kween,0.00233661329282061,UGA,prevalence,Y010_014,female
3,Manafwa,0.00209382434867761,UGA,prevalence,Y010_014,female
3,Mbale,0.00373012763907443,UGA,prevalence,Y010_014,female
3,Mbale City,0.0042828551938869,UGA,prevalence,Y010_014,female
3,Namisindwa,0.00148742533944852,UGA,prevalence,Y010_014,female
3,Sironko,0.00379549540150749,UGA,prevalence,Y010_014,female
1,Mid Northern,0.00605051891799226,UGA,prevalence,Y010_014,female
2,Acholi,0.0062795868715509,UGA,prevalence,Y010_014,female
3,Agago,0.00689558506482977,UGA,prevalence,Y010_014,female
3,Amuru,0.00508587233191041,UGA,prevalence,Y010_014,female
3,Gulu,0.0059331686896386,UGA,prevalence,Y010_014,female
3,Gulu City,0.00836767235750687,UGA,prevalence,Y010_014,female
3,Kitgum,0.00588791932166983,UGA,prevalence,Y010_014,female
3,Lamwo,0.00604015889204757,UGA,prevalence,Y010_014,female
3,Nwoya,0.00411919409383737,UGA,prevalence,Y010_014,female
3,Omoro,0.00731675342353238,UGA,prevalence,Y010_014,female
3,Pader,0.00773934690462982,UGA,prevalence,Y010_014,female
2,Lango,0.00588881258149707,UGA,prevalence,Y010_014,female
3,Alebtong,0.00497848060693264,UGA,prevalence,Y010_014,female
3,Amolatar,0.00609694605509335,UGA,prevalence,Y010_014,female
3,Apac,0.00600786222145104,UGA,prevalence,Y010_014,female
3,Dokolo,0.00514996859377588,UGA,prevalence,Y010_014,female
3,Kole,0.00560210923433415,UGA,prevalence,Y010_014,female
3,Kwania,0.00638317066175805,UGA,prevalence,Y010_014,female
3,Lira,0.00572730219429098,UGA,prevalence,Y010_014,female
3,Lira City,0.00969379343694835,UGA,prevalence,Y010_014,female
3,Otuke,0.00462001367019814,UGA,prevalence,Y010_014,female
3,Oyam,0.00499681063846714,UGA,prevalence,Y010_014,female
1,Mid Western,0.00464552794374874,UGA,prevalence,Y010_014,female
2,Bunyoro,0.00425237384775449,UGA,prevalence,Y010_014,female
3,Buliisa,0.00364489816839984,UGA,prevalence,Y010_014,female
3,Hoima,0.00444730710053158,UGA,prevalence,Y010_014,female
3,Hoima City,0.00848191193814566,UGA,prevalence,Y010_014,female
3,Kagadi,0.00411636406786338,UGA,prevalence,Y010_014,female
3,Kakumiro,0.00332383491986819,UGA,prevalence,Y010_014,female
3,Kibaale,0.00362250043644916,UGA,prevalence,Y010_014,female
3,Kikuube,0.00350822355418595,UGA,prevalence,Y010_014,female
3,Kiryandongo,0.00489796975440511,UGA,prevalence,Y010_014,female
3,Masindi,0.00547752678223845,UGA,prevalence,Y010_014,female
2,Toro,0.00500044925088985,UGA,prevalence,Y010_014,female
3,Bundibugyo,0.00282560025534275,UGA,prevalence,Y010_014,female
3,Bunyangabu,0.0104784530767351,UGA,prevalence,Y010_014,female
3,Fort Portal City,0.0111050043667196,UGA,prevalence,Y010_014,female
3,Kabarole,0.0107915339022186,UGA,prevalence,Y010_014,female
3,Kamwenge,0.0041211262829493,UGA,prevalence,Y010_014,female
3,Kasese,0.00264234134647041,UGA,prevalence,Y010_014,female
3,Kitagwenda,0.00427197638065193,UGA,prevalence,Y010_014,female
3,Kyegegwa,0.00302116918326028,UGA,prevalence,Y010_014,female
3,Kyenjojo,0.00656129380338928,UGA,prevalence,Y010_014,female
3,Ntoroko,0.00544503465510108,UGA,prevalence,Y010_014,female
1,North East,0.00282036738320162,UGA,prevalence,Y010_014,female
2,Karamoja,0.00145331249275474,UGA,prevalence,Y010_014,female
3,Abim,0.00334900541801024,UGA,prevalence,Y010_014,female
3,Amudat,0.00141031354564014,UGA,prevalence,Y010_014,female
3,Kaabong,6.117194802637e-4,UGA,prevalence,Y010_014,female
3,Karenga,0.00215192964898772,UGA,prevalence,Y010_014,female
3,Kotido,7.91342257222618e-4,UGA,prevalence,Y010_014,female
3,Moroto,0.00161993654894428,UGA,prevalence,Y010_014,female
3,Nabilatuk,5.45095584983141e-4,UGA,prevalence,Y010_014,female
3,Nakapiripirit,0.00103596762082519,UGA,prevalence,Y010_014,female
3,Napak,0.00119000769407078,UGA,prevalence,Y010_014,female
2,Teso,0.00351496314145079,UGA,prevalence,Y010_014,female
3,Amuria,0.00359633732891967,UGA,prevalence,Y010_014,female
3,Bukedea,0.00192047711371967,UGA,prevalence,Y010_014,female
3,Kaberamaido,0.00568641734521514,UGA,prevalence,Y010_014,female
3,Kalaki,0.00467173583038287,UGA,prevalence,Y010_014,female
3,Kapelebyong,0.0041523222717233,UGA,prevalence,Y010_014,female
3,Katakwi,0.00482090321633922,UGA,prevalence,Y010_014,female
3,Kumi,0.00203938419292251,UGA,prevalence,Y010_014,female
3,Ngora,0.00278723995524324,UGA,prevalence,Y010_014,female
3,Serere,0.00230926535996223,UGA,prevalence,Y010_014,female
3,Soroti,0.00326455348704914,UGA,prevalence,Y010_014,female
3,Soroti City,0.00868231921244936,UGA,prevalence,Y010_014,female
1,South Western,0.00512473168684788,UGA,prevalence,Y010_014,female
2,Ankole,0.00545532427831942,UGA,prevalence,Y010_014,female
3,Buhweju,0.00346776697128048,UGA,prevalence,Y010_014,female
3,Bushenyi,0.00741982690137827,UGA,prevalence,Y010_014,female
3,Ibanda,0.00576375712368998,UGA,prevalence,Y010_014,female
3,Isingiro,0.00371535561838765,UGA,prevalence,Y010_014,female
3,Kazo,0.00387762011060726,UGA,prevalence,Y010_014,female
3,Kiruhura,0.00785581174857908,UGA,prevalence,Y010_014,female
3,Mbarara,0.0067374471957365,UGA,prevalence,Y010_014,female
3,Mbarara City,0.00795679947816239,UGA,prevalence,Y010_014,female
3,Mitooma,0.00383438908377137,UGA,prevalence,Y010_014,female
3,Ntungamo,0.00603079468499891,UGA,prevalence,Y010_014,female
3,Rubirizi,0.00505965344693394,UGA,prevalence,Y010_014,female
3,Rwampara,0.00705598598544149,UGA,prevalence,Y010_014,female
3,Sheema,0.00546141140594325,UGA,prevalence,Y010_014,female
2,Kigezi,0.00435259969594846,UGA,prevalence,Y010_014,female
3,Kabale,0.00378635905298445,UGA,prevalence,Y010_014,female
3,Kanungu,0.00566357694815508,UGA,prevalence,Y010_014,female
3,Kisoro,0.00195922697941463,UGA,prevalence,Y010_014,female
3,Rubanda,0.00228363372712539,UGA,prevalence,Y010_014,female
3,Rukiga,0.00414783854080325,UGA,prevalence,Y010_014,female
3,Rukungiri,0.00707122512491287,UGA,prevalence,Y010_014,female
1,West Nile,0.00195531794009358,UGA,prevalence,Y010_014,female
2,West Nile,0.00195531794009358,UGA,prevalence,Y010_014,female
3,Adjumani,0.00258506294767253,UGA,prevalence,Y010_014,female
3,Arua,0.00131542260694195,UGA,prevalence,Y010_014,female
3,Arua City,0.00238569493766624,UGA,prevalence,Y010_014,female
3,Koboko,0.00131188250669771,UGA,prevalence,Y010_014,female
3,Madi Okollo,0.00158083266358385,UGA,prevalence,Y010_014,female
3,Maracha,9.4492415989008e-4,UGA,prevalence,Y010_014,female
3,Moyo,0.00188439241585469,UGA,prevalence,Y010_014,female
3,Nebbi,0.003592697924069,UGA,prevalence,Y010_014,female
3,Obongi,0.00248912002586401,UGA,prevalence,Y010_014,female
3,Pakwach,0.00372014453774837,UGA,prevalence,Y010_014,female
3,Terego,0.00131728465212573,UGA,prevalence,Y010_014,female
3,Yumbe,0.00115675163522807,UGA,prevalence,Y010_014,female
3,Zombo,0.00278799209342111,UGA,prevalence,Y010_014,female
0,Zambia,0.00877320805148856,ZMB,prevalence,Y010_014,female
1,Central,0.0100980995033338,ZMB,prevalence,Y010_014,female
2,Chibombo,0.0134690516067607,ZMB,prevalence,Y010_014,female
2,Chisamba,0.00994778324509017,ZMB,prevalence,Y010_014,female
2,Chitambo,0.00402420986841176,ZMB,prevalence,Y010_014,female
2,Kabwe,0.0101174284845796,ZMB,prevalence,Y010_014,female
2,Kapiri Mposhi,0.0102520137240115,ZMB,prevalence,Y010_014,female
2,Luano,0.00797003231866556,ZMB,prevalence,Y010_014,female
2,Mkushi,0.00882761215413279,ZMB,prevalence,Y010_014,female
2,Mumbwa,0.00925266686447446,ZMB,prevalence,Y010_014,female
2,Ngabwe,0.00943059122190932,ZMB,prevalence,Y010_014,female
2,Serenje,0.00821731983461926,ZMB,prevalence,Y010_014,female
2,Shibuyunji,0.0117067044261401,ZMB,prevalence,Y010_014,female
1,Southern,0.00899421867672698,ZMB,prevalence,Y010_014,female
2,Itezhi-tezhi,0.0136189072814868,ZMB,prevalence,Y010_014,female
2,Chirundu,0.00836370815688979,ZMB,prevalence,Y010_014,female
2,Chikankanta,0.0117998558307605,ZMB,prevalence,Y010_014,female
2,Choma,0.00826260354491372,ZMB,prevalence,Y010_014,female
2,Gwembe,0.00581687484206234,ZMB,prevalence,Y010_014,female
2,Kalomo,0.00921772508885415,ZMB,prevalence,Y010_014,female
2,Kazungula,0.0078644588299481,ZMB,prevalence,Y010_014,female
2,Livingstone,0.0131667803005314,ZMB,prevalence,Y010_014,female
2,Mazabuka,0.0102530727423455,ZMB,prevalence,Y010_014,female
2,Monze,0.010594816011581,ZMB,prevalence,Y010_014,female
2,Namwala,0.00907326200044624,ZMB,prevalence,Y010_014,female
2,Pemba,0.00748241465383419,ZMB,prevalence,Y010_014,female
2,Siavonga,0.00537604506353225,ZMB,prevalence,Y010_014,female
2,Sinazongwe,0.00438592482663645,ZMB,prevalence,Y010_014,female
2,Zimba,0.00339126004591747,ZMB,prevalence,Y010_014,female
1,Copperbelt,0.00998536997002771,ZMB,prevalence,Y010_014,female
2,Chililabombwe,0.00922192012334074,ZMB,prevalence,Y010_014,female
2,Chingola,0.00943720980369707,ZMB,prevalence,Y010_014,female
2,Kalulushi,0.0126402966681233,ZMB,prevalence,Y010_014,female
2,Kitwe,0.00649648332023651,ZMB,prevalence,Y010_014,female
2,Luanshya,0.00990945922647318,ZMB,prevalence,Y010_014,female
2,Lufwanyama,0.0255710809631085,ZMB,prevalence,Y010_014,female
2,Masaiti,0.00989362582610826,ZMB,prevalence,Y010_014,female
2,Mpongwe,0.00645725810970007,ZMB,prevalence,Y010_014,female
2,Mufulira,0.010152275055846,ZMB,prevalence,Y010_014,female
2,Ndola,0.0109649930220666,ZMB,prevalence,Y010_014,female
1,Eastern,0.00620747305378646,ZMB,prevalence,Y010_014,female
2,Chadiza,0.00555753470955393,ZMB,prevalence,Y010_014,female
2,Chasefu,0.00302171028329122,ZMB,prevalence,Y010_014,female
2,Chipangali,0.00517376395348587,ZMB,prevalence,Y010_014,female
2,Chipata,0.00843103738171807,ZMB,prevalence,Y010_014,female
2,Kasenengwa,0.00477740041177262,ZMB,prevalence,Y010_014,female
2,Katete,0.00565568794945187,ZMB,prevalence,Y010_014,female
2,Lumezi,0.00399291617930272,ZMB,prevalence,Y010_014,female
2,Lundazi,0.00459485357818474,ZMB,prevalence,Y010_014,female
2,Lusangazi,0.00665350022166594,ZMB,prevalence,Y010_014,female
2,Mambwe,0.00819916121089106,ZMB,prevalence,Y010_014,female
2,Nyimba,0.0109366090313261,ZMB,prevalence,Y010_014,female
2,Petauke,0.00789238404596873,ZMB,prevalence,Y010_014,female
2,Sinda,0.00649208356028229,ZMB,prevalence,Y010_014,female
2,Vubwi,0.00235867250640154,ZMB,prevalence,Y010_014,female
2,Chama,0.00375245488171315,ZMB,prevalence,Y010_014,female
1,Luapula,0.00632997196429144,ZMB,prevalence,Y010_014,female
2,Chembe,0.00476674959351958,ZMB,prevalence,Y010_014,female
2,Chiengi,0.00597032856405369,ZMB,prevalence,Y010_014,female
2,Chifunabuli,0.00398789567912204,ZMB,prevalence,Y010_014,female
2,Chipili,0.00494875887484342,ZMB,prevalence,Y010_014,female
2,Kawambwa,0.00524157326773909,ZMB,prevalence,Y010_014,female
2,Lunga,0.0012259445721717,ZMB,prevalence,Y010_014,female
2,Mansa,0.00702017605745596,ZMB,prevalence,Y010_014,female
2,Milengi,0.0030435875845606,ZMB,prevalence,Y010_014,female
2,Mwansabombwe,0.00419307166889631,ZMB,prevalence,Y010_014,female
2,Mwense,0.00843616371138704,ZMB,prevalence,Y010_014,female
2,Nchelenge,0.00944606194442465,ZMB,prevalence,Y010_014,female
2,Samfya,0.00581996599736615,ZMB,prevalence,Y010_014,female
1,Lusaka,0.0138223987028759,ZMB,prevalence,Y010_014,female
2,Chilanga,0.00927025321526719,ZMB,prevalence,Y010_014,female
2,Chongwe,0.0162656189893538,ZMB,prevalence,Y010_014,female
2,Kafue,0.00864061175361612,ZMB,prevalence,Y010_014,female
2,Luangwa,0.00895171145642704,ZMB,prevalence,Y010_014,female
2,Lusaka,0.014412763727933,ZMB,prevalence,Y010_014,female
2,Rufunsa,0.0169748890490044,ZMB,prevalence,Y010_014,female
1,Muchinga,0.00492035519954462,ZMB,prevalence,Y010_014,female
2,Chinsali,0.00383000554988492,ZMB,prevalence,Y010_014,female
2,Isoka,0.00385689501750645,ZMB,prevalence,Y010_014,female
2,Kanchibiya,0.00440255921938954,ZMB,prevalence,Y010_014,female
2,Lavushimanda,0.0035866174788937,ZMB,prevalence,Y010_014,female
2,Mafinga,0.00226296902498295,ZMB,prevalence,Y010_014,female
2,Mpika,0.00589357339625705,ZMB,prevalence,Y010_014,female
2,Nakonde,0.00661298617270967,ZMB,prevalence,Y010_014,female
2,Shiwang'andu,0.00777363868966534,ZMB,prevalence,Y010_014,female
1,Northern,0.00541903440090374,ZMB,prevalence,Y010_014,female
2,Chilubi,0.00279851126613191,ZMB,prevalence,Y010_014,female
2,Kaputa,0.00608747394746681,ZMB,prevalence,Y010_014,female
2,Kasama,0.00779274117845131,ZMB,prevalence,Y010_014,female
2,Lunte,0.00472008423893887,ZMB,prevalence,Y010_014,female
2,Lupososhi,0.0028957644069178,ZMB,prevalence,Y010_014,female
2,Luwingu,0.00470596375287303,ZMB,prevalence,Y010_014,female
2,Mbala,0.00482039101486466,ZMB,prevalence,Y010_014,female
2,Mporokoso,0.00714909754314411,ZMB,prevalence,Y010_014,female
2,Mpulungu,0.00565218671761166,ZMB,prevalence,Y010_014,female
2,Mungwi,0.0044620364046593,ZMB,prevalence,Y010_014,female
2,Nsama,0.00870504861860315,ZMB,prevalence,Y010_014,female
2,Senga Hill,0.00267417792787413,ZMB,prevalence,Y010_014,female
1,Western,0.0110416666690214,ZMB,prevalence,Y010_014,female
2,Kalabo,0.0119938093864748,ZMB,prevalence,Y010_014,female
2,Kaoma,0.0086656986852371,ZMB,prevalence,Y010_014,female
2,Limulunga,0.0139339953290921,ZMB,prevalence,Y010_014,female
2,Luampa,0.00960759728055876,ZMB,prevalence,Y010_014,female
2,Lukulu,0.00701975233244683,ZMB,prevalence,Y010_014,female
2,Mitete,0.00709959193208501,ZMB,prevalence,Y010_014,female
2,Mongu,0.0128788201240538,ZMB,prevalence,Y010_014,female
2,Mulobezi,0.0099844554452702,ZMB,prevalence,Y010_014,female
2,Mwandi,0.0180586882948561,ZMB,prevalence,Y010_014,female
2,Nalolo,0.0127210234514601,ZMB,prevalence,Y010_014,female
2,Nkeyema,0.0102362815960073,ZMB,prevalence,Y010_014,female
2,Senanga,0.0086576874774387,ZMB,prevalence,Y010_014,female
2,Sesheke,0.0167101407006575,ZMB,prevalence,Y010_014,female
2,Shangombo,0.00905895934864023,ZMB,prevalence,Y010_014,female
2,Sikongo,0.00809221287461083,ZMB,prevalence,Y010_014,female
2,Sioma,0.014903259274635,ZMB,prevalence,Y010_014,female
1,North-western,0.00529575060888222,ZMB,prevalence,Y010_014,female
2,Chavuma,0.00533563982907175,ZMB,prevalence,Y010_014,female
2,Ikelenge,0.00317800559190636,ZMB,prevalence,Y010_014,female
2,Kabompo,0.00445231507512569,ZMB,prevalence,Y010_014,female
2,Kalumbila,0.00544305415754927,ZMB,prevalence,Y010_014,female
2,Kasempa,0.00570611227485454,ZMB,prevalence,Y010_014,female
2,Manyinga,0.00336184755864092,ZMB,prevalence,Y010_014,female
2,Mufumbwe,0.00617730380992185,ZMB,prevalence,Y010_014,female
2,Mushindano,0.00509044672189491,ZMB,prevalence,Y010_014,female
2,Mwinilunga,0.00492065313129465,ZMB,prevalence,Y010_014,female
2,Solwezi,0.00639964851177817,ZMB,prevalence,Y010_014,female
2,Zambezi,0.00380022896605092,ZMB,prevalence,Y010_014,female
0,Zimbabwe,0.0143885348865983,ZWE,prevalence,Y010_014,female
1,Bulawayo,0.0185052788145173,ZWE,prevalence,Y010_014,female
2,Bulawayo,0.0185052788145173,ZWE,prevalence,Y010_014,female
1,Harare,0.0137129905907608,ZWE,prevalence,Y010_014,female
2,Chitungwiza,0.0144391573607198,ZWE,prevalence,Y010_014,female
2,Harare,0.0135320701509143,ZWE,prevalence,Y010_014,female
1,Manicaland,0.0116939999585916,ZWE,prevalence,Y010_014,female
2,Buhera,0.0117868997378056,ZWE,prevalence,Y010_014,female
2,Chimanimani,0.00951852088006837,ZWE,prevalence,Y010_014,female
2,Chipinge,0.00904329822773269,ZWE,prevalence,Y010_014,female
2,Makoni,0.0166656827542768,ZWE,prevalence,Y010_014,female
2,Mutare,0.0100126197312747,ZWE,prevalence,Y010_014,female
2,Mutasa,0.0126731864402722,ZWE,prevalence,Y010_014,female
2,Nyanga,0.0129302258326484,ZWE,prevalence,Y010_014,female
1,Mashonaland Central,0.015534290171495,ZWE,prevalence,Y010_014,female
2,Bindura,0.0170647228215236,ZWE,prevalence,Y010_014,female
2,Centenary,0.0103572159579896,ZWE,prevalence,Y010_014,female
2,Guruve,0.0142224527038166,ZWE,prevalence,Y010_014,female
2,Mazowe,0.0187962596064538,ZWE,prevalence,Y010_014,female
2,Mbire,0.0112675343442602,ZWE,prevalence,Y010_014,female
2,Mt. Darwin,0.012362333266023,ZWE,prevalence,Y010_014,female
2,Rushinga,0.0140558349574689,ZWE,prevalence,Y010_014,female
2,Shamva,0.0221648842052797,ZWE,prevalence,Y010_014,female
1,Mashonaland East,0.014863013995372,ZWE,prevalence,Y010_014,female
2,Chikomba,0.0196917112419759,ZWE,prevalence,Y010_014,female
2,Goromonzi,0.0126410450244773,ZWE,prevalence,Y010_014,female
2,Hwedza,0.0207875649362187,ZWE,prevalence,Y010_014,female
2,Marondera,0.0164156740815416,ZWE,prevalence,Y010_014,female
2,Mudzi,0.0164210263577069,ZWE,prevalence,Y010_014,female
2,Murehwa,0.0119059952541916,ZWE,prevalence,Y010_014,female
2,Mutoko,0.0156537270047464,ZWE,prevalence,Y010_014,female
2,Seke,0.0135304763358396,ZWE,prevalence,Y010_014,female
2,Ump,0.0172748590104413,ZWE,prevalence,Y010_014,female
1,Mashonaland West,0.0175992094626836,ZWE,prevalence,Y010_014,female
2,Chegutu,0.0210185474970252,ZWE,prevalence,Y010_014,female
2,Hurungwe,0.014599944576292,ZWE,prevalence,Y010_014,female
2,Kariba,0.0157754241793813,ZWE,prevalence,Y010_014,female
2,Makonde,0.0188064175216652,ZWE,prevalence,Y010_014,female
2,Mhondoro,0.0311590625717102,ZWE,prevalence,Y010_014,female
2,Sanyati,0.0133035838789212,ZWE,prevalence,Y010_014,female
2,Zvimba,0.0183353103788162,ZWE,prevalence,Y010_014,female
1,Masvingo,0.0123784285345013,ZWE,prevalence,Y010_014,female
2,Bikita,0.00992136699020275,ZWE,prevalence,Y010_014,female
2,Chiredzi,0.0130235660805988,ZWE,prevalence,Y010_014,female
2,Chivi,0.0127637207745528,ZWE,prevalence,Y010_014,female
2,Gutu,0.0152006238013865,ZWE,prevalence,Y010_014,female
2,Masvingo,0.00901666086070663,ZWE,prevalence,Y010_014,female
2,Mwenezi,0.0133497799906898,ZWE,prevalence,Y010_014,female
2,Zaka,0.0136547114828028,ZWE,prevalence,Y010_014,female
1,Matabeleland North,0.0170702341730652,ZWE,prevalence,Y010_014,female
2,Binga,0.00750168158210824,ZWE,prevalence,Y010_014,female
2,Bubi,0.0147873879310673,ZWE,prevalence,Y010_014,female
2,Hwange,0.0202987729215567,ZWE,prevalence,Y010_014,female
2,Lupane,0.0218753639572587,ZWE,prevalence,Y010_014,female
2,Nkayi,0.0172518912759689,ZWE,prevalence,Y010_014,female
2,Tsholotsho,0.0209019561256492,ZWE,prevalence,Y010_014,female
2,Umguza,0.0216066116102976,ZWE,prevalence,Y010_014,female
1,Matabeleland South,0.019910071155286,ZWE,prevalence,Y010_014,female
2,Beitbridge,0.0193250828528495,ZWE,prevalence,Y010_014,female
2,Bulilima,0.0253360202805354,ZWE,prevalence,Y010_014,female
2,Gwanda,0.0192039884205377,ZWE,prevalence,Y010_014,female
2,Insiza,0.0197676185372589,ZWE,prevalence,Y010_014,female
2,Mangwe,0.0146326627444692,ZWE,prevalence,Y010_014,female
2,Matobo,0.0222456737384131,ZWE,prevalence,Y010_014,female
2,Umzingwane,0.0180330296016813,ZWE,prevalence,Y010_014,female
1,Midlands,0.0107881140506493,ZWE,prevalence,Y010_014,female
2,Chirumhanzu,0.0122710967241585,ZWE,prevalence,Y010_014,female
2,Gokwe North,0.00732396368649424,ZWE,prevalence,Y010_014,female
2,Gokwe South,0.00855766906693277,ZWE,prevalence,Y010_014,female
2,Gweru,0.00955010319241932,ZWE,prevalence,Y010_014,female
2,Kwekwe,0.00972841640409691,ZWE,prevalence,Y010_014,female
2,Mberengwa,0.0116941576880454,ZWE,prevalence,Y010_014,female
2,Shurugwi,0.0247906835809169,ZWE,prevalence,Y010_014,female
2,Zvishavane,0.0173277423905218,ZWE,prevalence,Y010_014,female
0,Botswana,0.0265277035641867,BWA,prevalence,Y015_019,female
1,Central,0.0329552839757752,BWA,prevalence,Y015_019,female
2,Boteti-rakops,0.0331756498763589,BWA,prevalence,Y015_019,female
3,Boteti,0.0331756498763589,BWA,prevalence,Y015_019,female
2,Greater Selibe Phikwe,0.0320307435079795,BWA,prevalence,Y015_019,female
3,Bobirwa,0.0338646734815051,BWA,prevalence,Y015_019,female
3,Selibe-phikwe,0.0286762384286674,BWA,prevalence,Y015_019,female
2,Mahalapye_sefhare,0.0348296032298843,BWA,prevalence,Y015_019,female
3,Mahalapye,0.0348296032298843,BWA,prevalence,Y015_019,female
2,Serowe-palapye,0.0309662389599818,BWA,prevalence,Y015_019,female
3,Palapye,0.0302094296104476,BWA,prevalence,Y015_019,female
3,Serowe,0.0318345125030275,BWA,prevalence,Y015_019,female
2,Tutume-gweta,0.0353029154076798,BWA,prevalence,Y015_019,female
3,Tutume,0.0353029154076798,BWA,prevalence,Y015_019,female
1,Chobe,0.032404940058184,BWA,prevalence,Y015_019,female
2,Chobe Region,0.032404940058184,BWA,prevalence,Y015_019,female
3,Chobe,0.032404940058184,BWA,prevalence,Y015_019,female
1,Ghanzi,0.0189220991705956,BWA,prevalence,Y015_019,female
2,Gantsi Region,0.0189220991705956,BWA,prevalence,Y015_019,female
3,Charleshill,0.0170139664145871,BWA,prevalence,Y015_019,female
3,Gantsi,0.0200165613883853,BWA,prevalence,Y015_019,female
1,Kgalagadi,0.0207656005241146,BWA,prevalence,Y015_019,female
2,Kgalagadi North,0.022520329794286,BWA,prevalence,Y015_019,female
3,Kgalagadi North,0.022520329794286,BWA,prevalence,Y015_019,female
2,Kgalagadi South,0.0195105440630547,BWA,prevalence,Y015_019,female
3,Kgalagadi South,0.0195105440630547,BWA,prevalence,Y015_019,female
1,Kgatleng,0.025268012910229,BWA,prevalence,Y015_019,female
2,Kgatleng Region,0.025268012910229,BWA,prevalence,Y015_019,female
3,Kgatleng,0.025268012910229,BWA,prevalence,Y015_019,female
1,Kweneng,0.024648273826646,BWA,prevalence,Y015_019,female
2,Kweneng Region,0.024648273826646,BWA,prevalence,Y015_019,female
3,Kweneng East,0.0249858317079175,BWA,prevalence,Y015_019,female
3,Kweneng West,0.0229187522644484,BWA,prevalence,Y015_019,female
1,North East,0.0339540876205126,BWA,prevalence,Y015_019,female
2,Greater Francistown,0.033777221038855,BWA,prevalence,Y015_019,female
3,Francistown,0.033777221038855,BWA,prevalence,Y015_019,female
2,North East,0.0346971881651855,BWA,prevalence,Y015_019,female
3,North East,0.0346971881651855,BWA,prevalence,Y015_019,female
1,North West,0.0262426894795242,BWA,prevalence,Y015_019,female
2,Ngami Region,0.0270025555567029,BWA,prevalence,Y015_019,female
3,Ngamiland,0.0270025555567029,BWA,prevalence,Y015_019,female
2,Okavango Region,0.0250814597063742,BWA,prevalence,Y015_019,female
3,Okavango,0.0250814597063742,BWA,prevalence,Y015_019,female
1,South East,0.0191138206892715,BWA,prevalence,Y015_019,female
2,Greater Gaborone,0.0186569271618925,BWA,prevalence,Y015_019,female
3,Gaborone,0.0187240948771309,BWA,prevalence,Y015_019,female
3,South East,0.0182146946993521,BWA,prevalence,Y015_019,female
2,Greater Lobatse,0.0211114453764502,BWA,prevalence,Y015_019,female
3,Lobatse,0.0196847763847327,BWA,prevalence,Y015_019,female
3,Good Hope,0.0224058447799135,BWA,prevalence,Y015_019,female
1,Southern,0.0230072625942528,BWA,prevalence,Y015_019,female
2,Southern Region,0.0230072625942528,BWA,prevalence,Y015_019,female
3,Jwaneng,0.0240076798838313,BWA,prevalence,Y015_019,female
3,Mabutsane,0.0248160639499268,BWA,prevalence,Y015_019,female
3,Moshupa,0.0230614998764941,BWA,prevalence,Y015_019,female
3,Kanye,0.0223104376231646,BWA,prevalence,Y015_019,female
0,Cote D'ivoire,0.00435325384344302,CIV,prevalence,Y015_019,female
1,Abidjan 1,0.00728810116300022,CIV,prevalence,Y015_019,female
2,Abobo-est,0.00673693509684506,CIV,prevalence,Y015_019,female
2,Abobo-ouest,0.00856182519149702,CIV,prevalence,Y015_019,female
2,Anyama,0.00440157962801073,CIV,prevalence,Y015_019,female
2,Yopougon-est,0.00534732239684791,CIV,prevalence,Y015_019,female
2,Yopougon-ouest-songon,0.00949095705160392,CIV,prevalence,Y015_019,female
1,Abidjan 2,0.00680432027975371,CIV,prevalence,Y015_019,female
2,Adjame-plateau-attecoube,0.00494859567847393,CIV,prevalence,Y015_019,female
2,Cocody-bingerville,0.00677239018113688,CIV,prevalence,Y015_019,female
2,Koumassi,0.0060022095557026,CIV,prevalence,Y015_019,female
2,Port-bouet-vridi,0.006031672660065,CIV,prevalence,Y015_019,female
2,Treichville-marcory,0.0133409832639816,CIV,prevalence,Y015_019,female
1,Agneby-tiassa,0.0044853623264278,CIV,prevalence,Y015_019,female
2,Agboville,0.00490165699521689,CIV,prevalence,Y015_019,female
2,Sikensi,0.00434309217333182,CIV,prevalence,Y015_019,female
2,Tiassale,0.00405206676906821,CIV,prevalence,Y015_019,female
1,Bafing,0.00163838785362338,CIV,prevalence,Y015_019,female
2,Koro,0.00217431797578448,CIV,prevalence,Y015_019,female
2,Ouaninou,9.78725333246961e-4,CIV,prevalence,Y015_019,female
2,Touba,0.00165800764940865,CIV,prevalence,Y015_019,female
1,Bagoue,0.00272695288194474,CIV,prevalence,Y015_019,female
2,Boundiali,0.0031260428858665,CIV,prevalence,Y015_019,female
2,Kouto,0.00296473308560525,CIV,prevalence,Y015_019,female
2,Tengrela,0.0018052387299788,CIV,prevalence,Y015_019,female
1,Belier,0.00394682311043002,CIV,prevalence,Y015_019,female
2,Didievi,0.00352783165247435,CIV,prevalence,Y015_019,female
2,Tiebissou,0.00481426465069935,CIV,prevalence,Y015_019,female
2,Toumodi,0.00404506382591963,CIV,prevalence,Y015_019,female
2,Yamoussoukro,0.00379080808055045,CIV,prevalence,Y015_019,female
1,Bere,0.00298628913524655,CIV,prevalence,Y015_019,female
2,Dianra,0.00362184065405991,CIV,prevalence,Y015_019,female
